Manufacturer Type (Type de fabricant),Manufacturer Name (Nom du fabricant),Manufacturer's Brand (Marque du fabricant)
Microbrewer,Northwinds Brewery Ltd.,Kingping Lager
Microbrewer,Old Credit Brewing Co. Ltd.,Old Credit Pale Pilsner
Microbrewer,Old Credit Brewing Co. Ltd.,Old Credit Amber Ale
Microbrewer,Old Credit Brewing Co. Ltd.,Old Credit Holiday Honey
Microbrewer,Old Flame Brewing Co. Ltd.,Blonde Lager
Microbrewer,Old Flame Brewing Co. Ltd.,Vienna Lager
Microbrewer,Old Flame Brewing Co. Ltd.,Munich Dark Lager
Microbrewer,Old Tomorrow Ltd.,Old Tomorrow - Canadian Pale Ale
Microbrewer,Ontario Beer Company Ltd.,Duggan's #9 IPA 
Microbrewer,Ontario Beer Company Ltd.,Duggan's #5 Sorachi Lager
Microbrewer,Ontario Beer Company Ltd.,Ontario 100 Mile Ale
Microbrewer,Ontario Beer Company Ltd.,Ontario 100 Mile Lager
Microbrewer,Orange Snail Brewers,Iron Pig Ale
Microbrewer,Orange Snail Brewers,Rattle 'N' Nemo
Microbrewer,Orange Snail Brewers,16 Jasper IPA
Microbrewer,Orange Snail Brewers Ltd,Iron Pig 
Microbrewer,Orange Snail Brewers Ltd,Rattle 'N' Nemo
Microbrewer,Orange Snail Brewers Ltd,16 Jasper IPA 
Microbrewer,Outlaw Brew Co. Inc.,Outlaw Bronco
Microbrewer,Outlaw Brew Co. Inc.,Outlaw Bandit
Microbrewer,Outlaw Brew Co. Inc.,Outlaw 21
Microbrewer,Outlaw Brew Co. Inc.,2Moon Junction
Microbrewer,Outspoken Brewing Inc.,Outspoken Blonde Ale
Microbrewer,Outspoken Brewing Inc.,Rabbit's Foot IPA
Microbrewer,"Paola O. Ferrante, Matthew J. Di Iorio o/a Draught Dodger",Brewzer I.P.A.
Microbrewer,"Paola O. Ferrante, Matthew J. Di Iorio o/a Draught Dodger",Yellow Truck Blonde
Microbrewer,"Paola O. Ferrante, Matthew J. Di Iorio o/a Draught Dodger",GingerBeerd Man Porter
Microbrewer,"Paola O. Ferrante, Matthew J. Di Iorio o/a Draught Dodger",White Squirrel Pale Ale
Microbrewer,Parsons Brewing Co.,Mousetrap Rye Pale Ale
Microbrewer,Parsons Brewing Co.,Grandpa Miguel's Coffee Stout
Microbrewer,Parsons Brewing Co.,Watermelon Wheat
Microbrewer,Parsons Brewing Co.,Westy West Coast Pale Ale
Microbrewer,Parsons Brewing Co.,Crushable County Ale
Microbrewer,Parsons Brewing Co.,Hockey Saison
Microbrewer,Parsons Brewing Co.,Farmer's Tan Harvest Ale
Microbrewer,"Paul Card, Darryl Owen o/a Conspiracy Theory Brewing Company",
Microbrewer,Perth Brewery Ltd.,121 Lager
Microbrewer,Perth Brewery Ltd.,Euro Pilsner
Microbrewer,Perth Brewery Ltd.,Hopside IPA
Microbrewer,Perth Brewery Ltd.,Cabin Fever Red Ale
Microbrewer,Perth Brewery Ltd.,Roundhouse Porter
Microbrewer,Pints Pursiuts Brewing Company Inc.,
Microbrewer,Pioneer Brewery Ltd.,Amber Ale
Microbrewer,Pioneer Brewery Ltd.,Dark Ale
Microbrewer,Pioneer Brewery Ltd.,Pale Ale
Microbrewer,Pioneer Brewery Ltd.,Porter
Microbrewer,Pioneer Brewery Ltd.,Pumpkin
Microbrewer,Pioneer Brewery Ltd.,Rifleman's Ration
Microbrewer,Pioneer Brewery Ltd.,Small Ale
Microbrewer,Pioneer Brewery Ltd.,Stout
Microbrewer,Pitschfork Brewing Corp.,
Microbrewer,Plan B Beer Works Inc.,
Microbrewer,Practically Irish Brewing Inc.,Practically Irish Classic
Microbrewer,Practically Irish Brewing Inc.,Midnight Stout
Microbrewer,Practically Irish Brewing Inc.,Gateway IPA
Microbrewer,Prince Eddy's Brewing Company Ltd.,
Microbrewer,Propeller Brewing Company (Ontario),Propeller IPA
Microbrewer,Q4Q Beer Company Ltd.,Naughty Otter
Microbrewer,Radical Road Brewing Company Inc.,
Microbrewer,Railway City Brewing Company Ltd.,Dead Elephant Ale
Microbrewer,Railway City Brewing Company Ltd.,Fire Roasted Mocha Porter
Microbrewer,Railway City Brewing Company Ltd.,Iron Spike Amber
Microbrewer,Railway City Brewing Company Ltd.,Iron Spike Blond
Microbrewer,Railway City Brewing Company Ltd.,Iron Spike Copper
Microbrewer,Railway City Brewing Company Ltd.,Spike Light
Microbrewer,Rainhard Brewing Company Inc.,Armed N'Citra (American Pale Ale)
Microbrewer,Rainhard Brewing Company Inc.,Asystole (Double IPA)
Microbrewer,Rainhard Brewing Company Inc.,Hearts Collide (Stout)
Microbrewer,Red Shed Inc.,
Microbrewer,Red Thread Brewing Corp.,
Microbrewer,Redline Brewhouse Inc.,5:01 Golden Ale
Microbrewer,Redline Brewhouse Inc.,Clutch American Pale Ale
Microbrewer,Redline Brewhouse Inc.,Speed Wobble American Ale
Microbrewer,Refined Fool Brewing Company Inc.,Nut Brown - The Brouhaha
Microbrewer,Refined Fool Brewing Company Inc.,Milk Stout - Joe Sent Me
Microbrewer,Refined Fool Brewing Company Inc.,Rye Saison - Noble Oaf
Microbrewer,Refined Fool Brewing Company Inc.,Vanilla Porter - Ripsnorter
Microbrewer,Refined Fool Brewing Company Inc.,IPA - Antique Peepshow
Microbrewer,Refined Fool Brewing Company Inc.,"Double IPA - Short Pier, Long Walk"
Microbrewer,Riverhead Brewing Company Ltd.,
Microbrewer,RORSCHACH BREWING INC.,
Microbrewer,ROUGE RIVER BREWING COMPANY INC,
Microbrewer,Royal City Brewing Company Inc.,Smoked Honey Ale
Microbrewer,Royal City Brewing Company Inc.,Morning Stout
Microbrewer,Royal City Brewing Company Inc.,Dry Hops Pale Ale
Microbrewer,Rurban Brewing Ltd.,Stops and Goes Gose
Microbrewer,Rurban Brewing Ltd.,Palatine Pale Ale
Microbrewer,Rurban Brewing Ltd.,Alestake and Evergreen IPA
Microbrewer,Rurban Brewing Ltd.,New Johnstown's Best Bitter
Microbrewer,Rurban Brewing Ltd.,White-Tail Brown Ale
Microbrewer,Rurban Brewing Ltd.,More Portly Than Stout Porter
Microbrewer,Rurban Brewing Ltd.,A Darker Shade of Pale Bitter
Microbrewer,Rurban Brewing Ltd.,Late Pale Ale
Microbrewer,Rurban Brewing Ltd.,Wessex Barleywine
Microbrewer,Rurban Brewing Ltd.,Old Bones Old Ale
Microbrewer,Rurban Brewing Ltd.,Icha Russian Imperial Stout
Microbrewer,Rurban Brewing Ltd.,Darkwing India Black Ale
Microbrewer,Rurban Brewing Ltd.,Old Goat Bock
Microbrewer,Rurban Brewing Ltd.,"In Russia, Porter Come to You Baltic Porter"
Microbrewer,Saulter Street Brewery Inc.,Riverside Pilsner
Microbrewer,Sawdust City Brewing Company Inc.,Golden Beach Pale Wheat
Microbrewer,Sawdust City Brewing Company Inc.,Lone Pine IPA
Microbrewer,Sawdust City Brewing Company Inc.,Ol'Woody Alt
Microbrewer,Sawdust City Brewing Company Inc.,Skinny Dipping Stout
Microbrewer,Sawdust City Brewing Company Inc.,Geteway Kolsch-Style Ale
Microbrewer,Sean Walpole o/a The William Street Beer Company,North Shore Blonde Ale
Microbrewer,Sean Walpole o/a The William Street Beer Company,Cliff Top Pale Ale
Microbrewer,Shacklands Brewing Co. Ltd.,
Microbrewer,Shawn Lepage o/a Purple Skull Brewing Company,Purple Pale Ale
Microbrewer,Shed Brewing Company Ltd.,
Microbrewer,SHILLOW BEER COMPANY INC.,Beerbistro Brown Ale
Microbrewer,SHILLOW BEER COMPANY INC.,Bitter Waitress Black IPA
Microbrewer,SHILLOW BEER COMPANY INC.,Beer Snob Belgian Rye Ale
Microbrewer,SHILLOW BEER COMPANY INC.,The Humidity Belgian Saison
Microbrewer,Side Launch Brewing Company Inc.,Side Launch Wheat Beer
Microbrewer,Side Launch Brewing Company Inc.,Side Launch Dark Lager
Microbrewer,Side Launch Brewing Company Inc.,Side Launch Pale Ale
Microbrewer,Silversmith Brewing Company Limited,Black Lager
Microbrewer,Silversmith Brewing Company Limited,Wheat Ale
Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Monty’s Blonde Ale
Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Monty’s Kolsch
Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Monty’s IPA
Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Monty’s Irish Red Ale
Microbrewer,Sir Monty's Brewing Company Inc. ,Sir Monty’s Milk Stout
Microbrewer,Skeena Brewing Company,Wolfgang's German Style Beer
Microbrewer,Sleeping Giant Brewing Co. Limited,360 Pale Ale
Microbrewer,Sleeping Giant Brewing Co. Limited,Elevator Wheat Ale
Microbrewer,Sleeping Giant Brewing Co. Limited,Skull Rock Stout
Microbrewer,Small Pony Barrel Works Inc.,
Microbrewer,Smithavens Brewing Company Ltd.,
Microbrewer,Smithworks Brewing Company Ltd.,Hefeweizen
Microbrewer,Smithworks Brewing Company Ltd.,Belgian & Lager
Microbrewer,Sons of Kent Brewing Company Ltd.,Euro Slash Blonde
Microbrewer,Sons of Kent Brewing Company Ltd.,Pony Boy Golden
Microbrewer,Sons of Kent Brewing Company Ltd.,Fly Wheel Blonde
Microbrewer,Sons of Kent Brewing Company Ltd.,1792 Envil English Ale
Microbrewer,Sons of Kent Brewing Company Ltd.,8 Track XPA
Microbrewer,Sons of Kent Brewing Company Ltd.,Blanco Sanchez White
Microbrewer,Sons of Kent Brewing Company Ltd.,Spirit Wolf
Microbrewer,Sons of Kent Brewing Company Ltd.,GNR
Microbrewer,Sons of Kent Brewing Company Ltd.,Astor Pilsner
Microbrewer,Sons of Kent Brewing Company Ltd.,Full Blast IPA
Microbrewer,Sons of Kent Brewing Company Ltd.,Coco Beware Porter
Microbrewer,Spearhead Brewing Co. Limited,Spearhead Hawaiian Pale Ale
Microbrewer,Split Rail Brewing Company Inc.,Split Rail Copper Lager
Microbrewer,Split Rail Brewing Company Inc.,Split Rail Hawberry Ale
Microbrewer,Split Rail Brewing Company Inc.,Split Rail Ale
Microbrewer,Square Brew Inc. o/a Square Brew,Vienna is waiting
Microbrewer,Square Brew Inc. o/a Square Brew,Square One Pilsner
Microbrewer,Square Brew Inc. o/a Square Brew,Hop Milner India Pale Lager
Microbrewer,Square Timber Brewing Company ,Timber Crib Pale Ale
Microbrewer,Square Timber Brewing Company,Big Pine IPA
Microbrewer,Square Timber Brewing Company,Camboose DIPA
Microbrewer,Square Timber Brewing Company ,Deacon Seat Hefeweizen
Microbrewer,St. Mary Axe Inc.,
Microbrewer,Stack Brewing Corp.,Angry Moose
Microbrewer,Stack Brewing Corp.,Valley Girl
Microbrewer,Stack Brewing Corp.,Saturday Night
Microbrewer,Stack Brewing Corp.,Black Rock
Microbrewer,Stack Brewing Corp.,Les Portes de l'Enfer
Microbrewer,Stack Brewing Corp.,No15 Brown Ale
Microbrewer,Stack Brewing Corp.,Zingiber Pale Ale
Microbrewer,Stack Brewing Corp.,Vanilla Chai Amber Ale
Microbrewer,Stalwart Brewing Company Ltd,Bip Papa Peach and Apricot Pale Ale
Microbrewer,Stalwart Brewing Company Ltd,Bad Moon Rye Stou
Microbrewer,Stalwart Brewing Company Ltd,The Zigzagger IPA
Microbrewer,Stalwart Brewing Company Ltd,Dr. Feelgood IPA
Microbrewer,STONE CITY ALES INC.,12 Star Session Ale
Microbrewer,STONE CITY ALES INC.,Uncharted IPA
Microbrewer,STONE CITY ALES INC.,Windward Belgium Wheat
Microbrewer,STONE CITY ALES INC.,Ship in the Night Oatmeal Stout
Microbrewer,Stonehammer Brewing,Stonehammer Light
Microbrewer,Stonehammer Brewing,Stonehammer Pale Ale
Microbrewer,Stonehammer Brewing,Stonehammer Oatmeal Coffee Stout
Microbrewer,Stonehammer Brewing,Stonehammer Dark
Microbrewer,Stonehammer Brewing,Stonehammer Pilsner
Microbrewer,Stonehammer Brewing,Stonehammer Maple Red
Microbrewer,Stonehammer Brewing,Stonehammer Dunkel
Microbrewer,Stratford Brewing Company,Stratford Pilsner
Microbrewer,Strathroy Brewing Company Inc.,"""1812 Independence Pale Ale"""
Microbrewer,Stray Dog Brewing Company Inc.,
Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Wave
Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal OHM
Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Byte
Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Radiotube
Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Woofer
Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Gammaray
Microbrewer,Taps Brewing Company Inc,Bock Lager
Microbrewer,Taps Brewing Company Inc,Charleston Lager
Microbrewer,Taps Brewing Company Inc,Chuck Norris IPA
Microbrewer,Taps Brewing Company Inc,Dunkel Lager
Microbrewer,Taps Brewing Company Inc,Rosberg's Porter
Microbrewer,Taps Brewing Company Inc,Rye Knot Pale Ale
Microbrewer,Taps Brewing Company Inc,Taps Premium Lager
Microbrewer,Taps Brewing Company Inc,Taps Red Cream Ale
Microbrewer,Taps Brewing Company Inc,Vanilla Wheat
Microbrewer,TBGOLF Inc.,Triple Bogey Brewing Co. Premium Lager
Microbrewer,Tecumseh Brewing Co. Ltd.,Simple Man Stout
Microbrewer,Tecumseh Brewing Co. Ltd.,Smooth Hoperator Pale Ale
Microbrewer,Tecumseh Brewing Co. Ltd.,Helle's Yeah Lager
Microbrewer,Tecumseh Brewing Co. Ltd.,Sprint Fling Wheat
Microbrewer,Tecumseh Brewing Co. Ltd.,Girl Next Door Blonde
Microbrewer,Tecumseh Brewing Co. Ltd.,Old Comrade Amber Ale
Microbrewer,Tecumseh Brewing Co. Ltd.,Day Tripper IPA
Microbrewer,Tecumseh Brewing Co. Ltd.,Big Harvest Dark Wheat
Microbrewer,Tecumseh Brewing Co. Ltd.,Black Hop Down IPA
Microbrewer,Tecumseh Brewing Co. Ltd.,Cranky Bastard Rye PA
Microbrewer,Tecumseh Brewing Co. Ltd.,No Nonsense Lagered Ale
Microbrewer,The Blue Elephant Inc.,Pilsner (European Style)
Microbrewer,The Blue Elephant Inc.,Lite Lager
Microbrewer,The Blue Elephant Inc.,American Pale Ale
Microbrewer,The Blue Elephant Inc.,Norfolk County Seasonal Series
Microbrewer,The Clocktower Brew Pub Ltd.,Bytown Brown
Microbrewer,The Clocktower Brew Pub Ltd.,Fenian Red
Microbrewer,The Clocktower Brew Pub Ltd.,Kolsch
Microbrewer,The Clocktower Brew Pub Ltd.,Raspberry Wheat
Microbrewer,The Clocktower Brew Pub Ltd.,Wishart's Bitter
Microbrewer,The Collingwood Brewery Ltd.,Downhill Pale Ale
Microbrewer,The Collingwood Brewery Ltd.,Fireside ESB
Microbrewer,The Covered Bridge Brewing Company Inc.,Covered Bridge Double-Double
Microbrewer,The Covered Bridge Brewing Company Inc.,Eternally Hoptimistic
Microbrewer,The Covered Bridge Brewing Company Inc.,The Dirty Blonde
Microbrewer,The Covered Bridge Brewing Company Inc.,The Amber Rose
Microbrewer,The Covered Bridge Brewing Company Inc.,MSB
Microbrewer,The Exchange Brewery Inc.,
Microbrewer,The Granite Brewery Ontario Inc.,Best Bitter
Microbrewer,The Granite Brewery Ontario Inc.,Best Bitter Specials
Microbrewer,The Granite Brewery Ontario Inc.,Gin Lane Ale
Microbrewer,The Granite Brewery Ontario Inc.,Hopping Mad
Microbrewer,The Granite Brewery Ontario Inc.,IPA
Microbrewer,The Granite Brewery Ontario Inc.,Keefe's Irish Stout
Microbrewer,The Granite Brewery Ontario Inc.,Peculiar
Microbrewer,The Granite Brewery Ontario Inc.,Ringberry
Microbrewer,The Granite Brewery Ontario Inc.,Ringwood
Microbrewer,The Granite Brewery Ontario Inc.,Summer Ale
Microbrewer,The Grove Brewing Corporation,
Microbrewer,The Hamilton Brewery Inc.,Blue Collar Pale Ale
Microbrewer,The Kensington Brewing Company,Augusta Ale
Microbrewer,The Kensington Brewing Company Inc.,Baldwin FishEYE-PA
Microbrewer,The Kensington Brewing Company Inc.,Fruitstand Watermelon Wheat
Microbrewer,The Kensington Brewing Company Inc.,The Fundamental
Microbrewer,The Kensington Brewing Company Inc.,High Maintenance
Microbrewer,The Kensington Brewing Company Inc.,Wit Way Scoo-Tea Go?
Microbrewer,The Kensington Brewing Company Inc.,Bitterly Rye'Teous
Microbrewer,The Kensington Brewing Company Inc.,Coco Beware
Microbrewer,The Napanee Beer Company Inc.,DEADLINE Premium Lager
Microbrewer,The Napanee Beer Company Inc.,BLACKLIST Black German Lager
Microbrewer,The Napanee Beer Company Inc.,MAYDAY Belgian Pale Ale
Microbrewer,The Napanee Beer Company Inc.,EXTREMIST Belgian Pale Ale
Microbrewer,The Partnership of John Philip Davis and Edward Michael Carter o/a Danforth Brewery,
Microbrewer,The Second Wedge Brewing Co.,Elgin Blonde
Microbrewer,The Second Wedge Brewing Co.,Monday Night Piper
Microbrewer,The Second Wedge Brewing Co.,Rain Maker
Microbrewer,The Second Wedge Brewing Co.,3 Rocks
Microbrewer,Together We're Bitter Co-Operative Brewing Inc.,
Microbrewer,Tooth and Nail Brewing Inc,Stamina
Microbrewer,Tooth and Nail Brewing Inc,Rabble-Rouser
Microbrewer,Tooth and Nail Brewing Inc,Vim & Vigor
Microbrewer,Tooth and Nail Brewing Inc,Fortitude
Microbrewer,Tooth and Nail Brewing Inc,Tenacity
Microbrewer,Tooth and Nail Brewing Inc,Pernicious
Microbrewer,Trafalgar Ales and Meads Ltd.,Abbey Belgian
Microbrewer,Trafalgar Ales and Meads Ltd.,Altbier
Microbrewer,Trafalgar Ales and Meads Ltd.,Black Bullet
Microbrewer,Trafalgar Ales and Meads Ltd.,Black Current Mead
Microbrewer,Trafalgar Ales and Meads Ltd.,Blueberry Mead
Microbrewer,Trafalgar Ales and Meads Ltd.,Bock
Microbrewer,Trafalgar Ales and Meads Ltd.,Cedar Cream Ale
Microbrewer,Trafalgar Ales and Meads Ltd.,Celeb Ale
Microbrewer,Trafalgar Ales and Meads Ltd.,Celtic Ale
Microbrewer,Trafalgar Ales and Meads Ltd.,Cherry Ale
Microbrewer,Trafalgar Ales and Meads Ltd.,Citrus Mead
Microbrewer,Trafalgar Ales and Meads Ltd.,Cream Ale
Microbrewer,Trafalgar Ales and Meads Ltd.,Critical Mass
Microbrewer,Trafalgar Ales and Meads Ltd.,Dogbolter
Microbrewer,Trafalgar Ales and Meads Ltd.,Elora ESB
Microbrewer,Trafalgar Ales and Meads Ltd.,Elora Grand Lager
Microbrewer,Trafalgar Ales and Meads Ltd.,Elora Irish
Microbrewer,Trafalgar Ales and Meads Ltd.,Elora Rye
Microbrewer,Trafalgar Ales and Meads Ltd.,First Shadow
Microbrewer,Trafalgar Ales and Meads Ltd.,Granary Wheat
Microbrewer,Trafalgar Ales and Meads Ltd.,Harbour Gold
Microbrewer,Trafalgar Ales and Meads Ltd.,Harvest Moon
Microbrewer,Trafalgar Ales and Meads Ltd.,Hop Neaveau
Microbrewer,Trafalgar Ales and Meads Ltd.,Korruptor
Microbrewer,Trafalgar Ales and Meads Ltd.,Left Coast Pale Ale
Microbrewer,Trafalgar Ales and Meads Ltd.,Malted Corpse
Microbrewer,Trafalgar Ales and Meads Ltd.,Maple Bock
Microbrewer,Trafalgar Ales and Meads Ltd.,Oaked Aged Rye
Microbrewer,Trafalgar Ales and Meads Ltd.,OM CD Gift
Microbrewer,Trafalgar Ales and Meads Ltd.,Paddy's Irish Red
Microbrewer,Trafalgar Ales and Meads Ltd.,Portside Amber
Microbrewer,Trafalgar Ales and Meads Ltd.,Raspberry Mead
Microbrewer,Trafalgar Ales and Meads Ltd.,Red Claw
Microbrewer,Trafalgar Ales and Meads Ltd.,Red Hill Mild
Microbrewer,Trafalgar Ales and Meads Ltd.,Roggenbier
Microbrewer,Trafalgar Ales and Meads Ltd.,Smoked Oatmeal Stout
Microbrewer,Trafalgar Ales and Meads Ltd.,Spiced Pumpkin
Microbrewer,Trafalgar Ales and Meads Ltd.,Triple threat
Microbrewer,Trafalgar Ales and Meads Ltd.,Tropical Mead
Microbrewer,Trafalgar Ales and Meads Ltd.,Vlad's Warmer
Microbrewer,Trafalgar Ales and Meads Ltd.,Wildbery Mead
Microbrewer,Trafalgar Ales and Meads Ltd.,Winter Warmer
Microbrewer,Trestle Brewing Company Limited,
Microbrewer,Trevor Mathew Yvon Lehoux o/a Skeleton Park Brewery,Skeleton Amber
Microbrewer,Turtle Island Brewing Co. Ltd.,Dark Honey Brown
Microbrewer,Turtle Island Brewing Co. Ltd.,SMASH Cherry Ale
Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Eight or Better Belgium
Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Head of the Fest Lager
Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Henry's Irish Ale
Microbrewer,TVBC Holdings Inc (the Publication House Brewery),O.C Rouse Wheat Ale
Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Publican House Ale
Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Square Nail Pale Ale
Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Stonewall Stout
Microbrewer,Twenty Bench Brewing Company Inc.,Bench IPA
Microbrewer,Twenty Bench Brewing Company Inc.,Bench 20 Mile Saison
Microbrewer,Twenty Bench Brewing Company Inc.,Bench Wheat
Microbrewer,Union Jack Brewing Company Ltd.,California Common
Microbrewer,Union Jack Brewing Company Ltd.,Cream Ale
Microbrewer,Upper Thames Brewing Company Limited,
Microbrewer,Versus Beer Company Inc.,
Microbrewer,"Victor Leonard North, Garden Brewers",Piperales
Microbrewer,Vimy Brewing Company Ltd.,
Microbrewer,Walkervile Brewery,Walkerville Pilsner
Microbrewer,Walkerville Brewery,Walkerville Premium Lager
Microbrewer,Waller St. Brewing Inc.,Speakeasy Red
Microbrewer,Waller St. Brewing Inc.,Bootleg Blonde
Microbrewer,Waller St. Brewing Inc.,Moonlight Porter
Microbrewer,Wasaga Beach Brewing Co.,Beach One Cerveza
Microbrewer,Weather Brewery Ltd.,Funandsky
Microbrewer,Weather Brewery Ltd.,Windandrain
Microbrewer,Wellington County Brewery Inc.,Arkell Best Bitter
Microbrewer,Wellington County Brewery Inc.,Imperial Russian Stout
Microbrewer,Wellington County Brewery Inc.,Silver Selection
Microbrewer,Wellington County Brewery Inc.,Silver Wheat Ale
Microbrewer,Wellington County Brewery Inc.,Trailhead Premium Lager
Microbrewer,Wellington County Brewery Inc.,Wellington County Dark Ale
Microbrewer,Wellington County Brewery Inc.,Wellington Iron Duke Strong Ale
Microbrewer,Wellington County Brewery Inc.,Wellington Special Pale Ale
Microbrewer,Whiprsnapr Brewing Co. Inc.,The Root of Evil
Microbrewer,Whiprsnapr Brewing Co. Inc.,Carolanne
Microbrewer,Whiprsnapr Brewing Co. Inc.,Inuckshuck
Microbrewer,Whiprsnapr Brewing Co. Inc.,F'N'L'
Microbrewer,Whiprsnapr Brewing Co. Inc.,The Mick and Blueberry Pancakes
Microbrewer,Whiprsnapr Brewing Co. Inc.,Black Sunshine
Microbrewer,WhiskeyJack Beer Company Ltd.,
Microbrewer,Whitewater Brewing Company,IPA
Microbrewer,Whitewater Brewing Company,English Style Bitter (ESP)
Microbrewer,Whitewater Brewing Company,Stout
Microbrewer,Whitewater Brewing Company,Blonde
Microbrewer,WOLFE ISLAND SPRING CRAFT BREWERY INC.,
Microbrewer,Wolfhead Distillery Inc. o/a Lonsbery Farms Brewing Company,Cream Ale
Microbrewer,Wolfhead Distillery Inc. o/a Lonsbery Farms Brewing Company,Black IPA
Microbrewer,WOODHOUSE BREWING CO. INC.,Woodhouse Lager 
Microbrewer,WOODHOUSE BREWING CO. INC.,Woodhouse IPA
